Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_St,Rndrng_Prvdr_City,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Tot_Submtd_Cvrd_Chrg,Tot_Pymt_Amt,Tot_Mdcr_Pymt_Amt,Tot_Dschrgs,Tot_Benes,Tot_Cvrd_Days,Tot_Days,Bene_Avg_Age,Bene_Age_LT_65_Cnt,Bene_Age_65_74_Cnt,Bene_Age_75_84_Cnt,Bene_Age_Gt_84_Cnt,Bene_Feml_Cnt,Bene_Male_Cnt,Bene_Race_Wht_Cnt,Bene_Race_Black_Cnt,Bene_Race_API_Cnt,Bene_Race_Hspnc_Cnt,Bene_Race_Natind_Cnt,Bene_Race_Othr_Cnt,Bene_Dual_Cnt,Bene_Ndual_Cnt,Bene_CC_AF_Pct,Bene_CC_Alzhmr_Pct,Bene_CC_Asthma_Pct,Bene_CC_Cncr_Pct,Bene_CC_CHF_Pct,Bene_CC_CKD_Pct,Bene_CC_COPD_Pct,Bene_CC_Dprssn_Pct,Bene_CC_Dbts_Pct,Bene_CC_Hyplpdma_Pct,Bene_CC_Hyprtnsn_Pct,Bene_CC_IHD_Pct,Bene_CC_Opo_Pct,Bene_CC_RAOA_Pct,Bene_CC_Sz_Pct,Bene_CC_Strok_Pct,Bene_Avg_Risk_Scre
10029,EAST ALABAMA MEDICAL CENTER,2000 PEPPERELL PARKWAY,OPELIKA,36801,AL,102068546,45427988,34837649,3073,2336,18072,19046,72.62756849,436,817,692,391,1271,1065,1651,634,,15,,27,599,1737,0.202054795,0.281678082,0.103167808,0.144263699,0.41010274,0.556078767,0.282962329,0.266695206,0.433219178,0.672945206,0.75,0.530821918,0.095890411,0.463184932,0.050085616,0.108304795,1.789604522
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,AL,1244991111,296070408,219026522,10710,7938,68184,72007,68.98904006,2076,3051,1993,818,3881,4057,5606,2100,31,71,,,1908,6030,0.185941043,0.228143109,0.092088687,0.151549509,0.438523558,0.641471403,0.251826657,0.357646762,0.440035273,0.668052406,0.75,0.571680524,0.090576972,0.483119174,0.046233308,0.153061225,2.27728072
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,AL,1431391,1120616,916780,101,91,574,598,76.79120879,,30,25,,53,38,65,26,,,,,27,64,0.164835165,0.384615385,0.043956044,0.087912088,0.527472528,0.626373626,0.417582418,0.186813187,0.395604396,0.703296703,0.75,0.582417582,0.076923077,0.395604396,0.10989011,0.131868132,1.61323237
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,35058,AL,93501137,28667646,23657818,2338,1703,11272,11833,75.39753376,205,563,563,372,946,757,1666,,,13,,,405,1298,0.213153259,0.26893717,0.080446271,0.159718145,0.566059894,0.617146213,0.345273048,0.411626541,0.440986494,0.702877275,0.75,0.533763946,0.137991779,0.559600705,0.032295948,0.1250734,1.866283905
10036,ANDALUSIA HEALTH,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,AL,43600960,8038364,6771596,756,555,3477,3886,74.5963964,90,167,174,124,319,236,478,72,,,,,189,366,0.21981982,0.333333333,0.100900901,0.190990991,0.578378378,0.699099099,0.416216216,0.331531532,0.477477478,0.735135135,0.75,0.610810811,0.113513514,0.663063063,0.075675676,0.228828829,2.069229975
10038,STRINGFELLOW CAMPUS OF NORTHEAST RMC,301 EAST 18TH ST,ANNISTON,36201,AL,33159685,3771430,3220682,462,401,2385,2420,71.9276808,101,124,96,80,225,176,316,76,,,,,132,269,0.189526185,0.359102244,0.104738155,0.119700748,0.458852868,0.633416459,0.411471322,0.356608479,0.428927681,0.645885287,0.75,0.53117207,0.082294264,0.643391521,0.079800499,0.089775561,2.090543776
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35801,AL,873543414,170068916,138085225,11156,8245,66231,69041,74.82377198,998,2914,2685,1648,4315,3930,7033,968,52,87,,,1435,6810,0.259066101,0.24742268,0.091449363,0.167616737,0.418799272,0.60776228,0.276652517,0.302971498,0.454578532,0.75,0.75,0.582049727,0.096058217,0.5004245,0.041722256,0.158156459,1.840928531
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,AL,426126216,29413889,23828502,2368,1779,14649,15298,70.84879146,443,563,513,260,938,841,1571,174,,17,,14,563,1216,0.222034851,0.268690275,0.11410905,0.145587409,0.479482856,0.664980326,0.405283867,0.464867903,0.482855537,0.71950534,0.75,0.614390107,0.082630691,0.571669477,0.11410905,0.1410905,2.009749212
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,35570,AL,3726528,1739649,1509434,154,136,443,465,74.60294118,22,45,39,30,85,51,131,,,,,,46,90,0.183823529,0.301470588,0.125,0.110294118,0.522058824,0.698529412,0.470588235,0.411764706,0.522058824,0.75,0.75,0.602941177,0.161764706,0.580882353,0.051470588,0.102941177,1.704962188
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,AL,6263166,3487145,3058044,307,264,1140,1153,74.13636364,47,82,79,56,152,112,241,18,,,,,115,149,0.196969697,0.318181818,0.071969697,0.140151515,0.496212121,0.659090909,0.488636364,0.40530303,0.511363636,0.643939394,0.75,0.462121212,0.098484849,0.571969697,0.083333333,0.090909091,1.733536868
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,35901,AL,176833219,21320924,18894320,1820,1283,9818,10061,72.94855807,264,421,362,236,719,564,1110,150,,,,12,446,837,0.207326578,0.293063133,0.129384256,0.118472331,0.583008574,0.73187841,0.445830086,0.418550273,0.566640686,0.75,0.75,0.702260327,0.087295401,0.631332814,0.062353858,0.126266563,2.245947541
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,36330,AL,84275324,9118267,7701253,907,752,4186,4323,74.91090426,92,253,261,146,436,316,636,92,,13,,,155,597,0.239361702,0.307180851,0.113031915,0.151595745,0.378989362,0.589095745,0.349734043,0.371010638,0.480053192,0.676861702,0.75,0.51462766,0.118351064,0.574468085,0.0625,0.114361702,1.763762784
10051,GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,35462,AL,529395,465698,409088,46,40,264,264,58.8,27,,,,16,24,20,20,,,,,,,0.05,0.075,0.125,0.175,0.35,0.35,0.475,0.7,0.175,0.35,0.75,0.45,0,0.525,0.3,0.075,1.545127083
10052,LAKE MARTIN COMMUNITY HOSPITAL,201 MARIARDEN ROAD,DADEVILLE,36853,AL,1214088,1202590,1002329,127,109,644,648,75.40366973,19,29,33,28,52,57,79,29,,,,,39,70,0.174311927,0.47706422,0.091743119,0.091743119,0.47706422,0.660550459,0.504587156,0.366972477,0.467889908,0.633027523,0.75,0.605504587,0.082568807,0.651376147,0.064220184,0.082568807,1.736094801
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,36305,AL,330577856,36530820,29570584,3016,2431,15235,16048,74.25298231,330,839,800,462,1291,1140,2031,346,,18,,28,547,1884,0.222953517,0.241875771,0.105717812,0.170711641,0.43068696,0.614561909,0.28712464,0.376799671,0.465651995,0.730152201,0.75,0.532291238,0.105306458,0.566022213,0.041135335,0.134101193,1.812365765
10056,ST VINCENT'S BIRMINGHAM,810 ST VINCENT'S DRIVE,BIRMINGHAM,35205,AL,211467396,49599651,41445733,3487,2762,18055,18902,74.91310645,299,1060,873,530,1521,1241,2276,443,,22,,20,353,2409,0.238957277,0.270818248,0.108979001,0.160391021,0.43519189,0.68935554,0.277335264,0.369659667,0.463070239,0.75,0.75,0.588703838,0.118754526,0.55756698,0.032223027,0.136133237,2.031061364
10058,BIBB MEDICAL CENTER,208 PIERSON AVE,CENTREVILLE,35042,AL,791464,739535,625536,79,73,369,380,77.04109589,12,16,22,23,47,26,68,,,,,,32,41,0.219178082,0.410958904,0.136986301,0.068493151,0.561643836,0.671232877,0.356164384,0.410958904,0.410958904,0.630136986,0.75,0.493150685,0.136986301,0.547945206,0.095890411,0.164383562,1.947557226
10059,LAWRENCE MEDICAL CENTER,202 HOSPITAL STREET,MOULTON,35650,AL,1373476,1115769,952689,110,93,420,424,74.06451613,16,26,31,20,60,33,86,,,,,,45,48,0.204301075,0.344086022,0.064516129,0.107526882,0.698924731,0.612903226,0.666666667,0.430107527,0.569892473,0.709677419,0.75,0.741935484,0.182795699,0.655913979,0.107526882,0.086021505,1.588446465
10061,HIGHLANDS MEDICAL CENTER,380 WOODS COVE ROAD,SCOTTSBORO,35768,AL,15254174,7107632,6025035,551,463,2731,2811,74.02159827,76,159,139,89,278,185,443,13,,,,,162,301,0.18574514,0.345572354,0.088552916,0.151187905,0.542116631,0.632829374,0.349892009,0.375809935,0.498920086,0.56587473,0.75,0.580993521,0.107991361,0.591792657,0.101511879,0.086393089,1.700831299
10062,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,36340,AL,4665692,3237524,2831385,227,197,1465,1499,70.83248731,50,68,50,29,90,107,175,19,,,,,78,119,0.157360406,0.289340102,0.060913706,0.111675127,0.456852792,0.568527919,0.421319797,0.431472081,0.461928934,0.512690355,0.75,0.538071066,0.050761421,0.472081218,0.14213198,0.055837564,1.593678521
10065,RUSSELL MEDICAL CENTER,3316 HIGHWAY 280,ALEXANDER CITY,35010,AL,9392827,5500500,4633910,458,381,1543,1582,74.83727034,54,121,125,81,202,179,312,62,,,,,94,287,0.207349081,0.320209974,0.081364829,0.154855643,0.577427822,0.727034121,0.406824147,0.335958005,0.430446194,0.734908137,0.75,0.687664042,0.086614173,0.664041995,0.036745407,0.081364829,2.105999186
10069,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,36027,AL,5926873,3022123,2503825,274,219,1187,1219,74.37442922,40,51,83,45,130,89,146,68,,,,,80,139,0.210045662,0.315068493,0.155251142,0.132420091,0.429223744,0.639269406,0.278538813,0.415525114,0.433789954,0.680365297,0.75,0.424657534,0.109589041,0.488584475,0.073059361,0.150684932,1.85256923
10073,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9    P O BOX 1270,ASHLAND,36251,AL,4110682,3112407,2720963,291,197,1373,1409,68.24365482,80,32,50,35,87,110,157,34,,,,,91,106,0.172588833,0.23857868,0.060913706,0.106598985,0.401015228,0.532994924,0.441624366,0.532994924,0.416243655,0.664974619,0.75,0.492385787,0.076142132,0.532994924,0.162436548,0.076142132,1.607239912
10078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,400 EAST 10TH STREET,ANNISTON,36207,AL,185146834,30527365,25376851,2593,1977,15354,16238,73.48609004,360,637,598,382,1164,813,1640,287,,16,,25,499,1478,0.221041983,0.301466869,0.083965605,0.14162873,0.501770359,0.654021244,0.414769853,0.336874052,0.468892261,0.730399595,0.75,0.647445625,0.110268083,0.612038442,0.045017704,0.116337886,2.017235583
10079,ATHENS LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,35611,AL,33207954,12939631,11003902,1092,837,4632,4779,74.96176822,108,277,277,175,473,364,753,67,,,,,186,651,0.219832736,0.258064516,0.097968937,0.169653525,0.439665472,0.602150538,0.363201912,0.381123059,0.51135006,0.708482676,0.75,0.518518519,0.125448029,0.574671446,0.051373955,0.114695341,1.97366241
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,36535,AL,190774090,21932179,18756156,1875,1450,7825,8131,75.4737931,109,559,526,256,741,709,1386,35,,12,,14,156,1294,0.263448276,0.257931035,0.069655172,0.155172414,0.432413793,0.648965517,0.33862069,0.291034483,0.419310345,0.75,0.75,0.642758621,0.119310345,0.51862069,0.02137931,0.107586207,1.681864975
10085,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,1201 7TH STREET SE,DECATUR,35601,AL,73983155,28817494,23823418,2651,1952,15871,16321,74.07838115,315,615,647,375,1111,841,1717,180,,26,,23,524,1428,0.209016393,0.276127049,0.081967213,0.185963115,0.436987705,0.649077869,0.391393443,0.348360656,0.483094262,0.700819672,0.75,0.487192623,0.116803279,0.545081967,0.056864754,0.12295082,1.932367425
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,AL,15393074,3914582,3166730,372,316,1775,1829,73.98417722,55,99,108,54,178,138,300,12,,,,,120,196,0.20886076,0.284810127,0.037974684,0.123417722,0.417721519,0.607594937,0.424050633,0.332278481,0.490506329,0.642405063,0.75,0.518987342,0.101265823,0.525316456,0.069620253,0.117088608,1.696000789
10087,USA HEALTH UNIVERSITY HOSPITAL,2451 FILLINGIM STREET,MOBILE,36617,AL,65938456,40250005,30029791,1518,1172,9397,10437,67.57593857,350,425,282,115,578,594,760,371,11,12,,,365,807,0.14334471,0.22440273,0.080204778,0.15443686,0.336177474,0.631399317,0.207337884,0.311433447,0.43003413,0.616894198,0.75,0.503412969,0.069112628,0.445392492,0.066552901,0.23890785,2.092320075
10089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,35502,AL,111620422,16583730,13952923,1287,976,6515,6727,73.5522541,177,306,323,170,566,410,919,52,,,,,278,698,0.197745902,0.31454918,0.089139344,0.146516393,0.445696721,0.643442623,0.424180328,0.408811475,0.480532787,0.75,0.75,0.555327869,0.164959016,0.609631148,0.084016393,0.102459016,1.83634236
10090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,36608,AL,119168161,37068687,31256450,2562,2021,14705,15322,74.21375557,289,718,624,390,1095,926,1687,263,19,19,,,349,1672,0.26521524,0.238990599,0.102919347,0.157347848,0.471548738,0.594260267,0.307273627,0.285997031,0.448292924,0.75,0.75,0.616031668,0.088570015,0.475507175,0.037605146,0.125185552,1.775108782
10091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,GROVE HILL,36451,AL,665133,440629,326007,51,47,258,266,71.89361702,,12,20,,29,18,26,21,,,,,15,32,0.106382979,0.340425532,0.085106383,0.191489362,0.446808511,0.531914894,0.404255319,0.255319149,0.425531915,0.531914894,0.75,0.382978723,0.042553192,0.340425532,0.063829787,0.085106383,1.694472807
10092,DCH REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,35401,AL,249000010,75523536,61402301,5705,3923,34179,35350,72.01121591,848,1292,1134,649,2125,1798,2660,1206,11,12,,,1245,2678,0.207494265,0.299005863,0.11649248,0.157022687,0.451185317,0.666326791,0.343614581,0.356614836,0.484578129,0.720621973,0.75,0.502166709,0.088452715,0.577874076,0.062962019,0.147336222,2.188616154
10095,HALE COUNTY HOSPITAL,508 GREEN STREET,GREENSBORO,36744,AL,1175594,1292227,1125488,133,112,421,424,71.33035714,27,34,26,25,72,40,38,71,,,,,66,46,0.098214286,0.401785714,0.080357143,0.133928571,0.375,0.75,0.258928571,0.276785714,0.5625,0.598214286,0.75,0.428571429,0.071428571,0.580357143,0.0625,0.0625,1.865204833
10097,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,WETUMPKA,36092,AL,1623450,1748337,1507050,162,128,688,692,71.015625,37,34,37,20,61,67,100,28,,,,,34,94,0.1171875,0.25,0.0390625,0.1015625,0.3046875,0.4609375,0.4140625,0.328125,0.4453125,0.6640625,0.75,0.46875,0.0703125,0.5703125,0.140625,0.078125,1.507455449
10099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,36426,AL,6887137,3066774,2544091,323,258,1484,1495,75.80620155,42,68,84,64,145,113,197,58,,,,,80,178,0.213178295,0.333333333,0.050387597,0.162790698,0.441860465,0.612403101,0.313953488,0.213178295,0.453488372,0.565891473,0.75,0.507751938,0.07751938,0.550387597,0.031007752,0.11627907,1.619286693
10100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,36532,AL,88841395,33214056,27031099,2658,2030,12644,13404,76.0817734,173,703,716,438,1080,950,1885,94,,15,,26,191,1839,0.260591133,0.289162562,0.107389163,0.16453202,0.405418719,0.606403941,0.25862069,0.315270936,0.377339902,0.740394089,0.75,0.598029557,0.143349754,0.524630542,0.027586207,0.125615764,1.669262426
10101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,TALLADEGA,35161,AL,22695866,4708747,4007313,408,314,1622,1701,72.25796178,76,90,84,64,147,167,226,84,,,,,116,198,0.207006369,0.315286624,0.082802548,0.130573248,0.49044586,0.656050955,0.369426752,0.350318471,0.474522293,0.675159236,0.75,0.563694268,0.092356688,0.487261147,0.041401274,0.133757962,2.206118478
10102,J PAUL JONES HOSPITAL,317 MCWILLIAMS AVENUE,CAMDEN,36726,AL,132488,206846,162513,22,20,76,76,75.15,,,,,,,,11,,,,,,,0.4,0.3,0.05,0.05,0.45,0.7,0.25,0.35,0.45,0.6,0.75,0.55,0.05,0.55,0.1,0.15,1.906859641
10103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,35211,AL,241914282,34498361,27003806,2069,1613,10909,11267,72.92188469,296,590,480,247,808,805,979,618,,,,,404,1209,0.196528208,0.296962182,0.096714197,0.168629882,0.468691879,0.685678859,0.336639802,0.368257905,0.487910725,0.75,0.75,0.611903286,0.120272784,0.531928084,0.070055797,0.161810291,2.109383942
10104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,35243,AL,850381577,77087586,57748791,5243,4125,24236,26491,73.13721212,630,1587,1218,690,2215,1910,3590,442,20,28,,,513,3612,0.261090909,0.242909091,0.115393939,0.148606061,0.415515152,0.584484849,0.262060606,0.374545455,0.421090909,0.748363636,0.75,0.541818182,0.101575758,0.555393939,0.058181818,0.150787879,1.836778401
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,36067,AL,26744368,7941957,6065082,775,606,3828,4147,73.32673267,106,196,197,107,343,263,512,88,,,,,99,507,0.240924092,0.262376238,0.082508251,0.160066007,0.442244224,0.640264026,0.379537954,0.288778878,0.501650165,0.75,0.75,0.612211221,0.122112211,0.452145215,0.054455446,0.158415842,1.884037552
10110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,36089,AL,638422,315010,273070,28,20,180,183,60.2,,,,,,,,12,,,,,,,0.05,0.25,0.05,0.1,0.1,0.35,0.4,0.55,0.25,0.35,0.75,0.25,0,0.4,0.4,0,1.719108333
10112,WHITFIELD REGIONAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,36732,AL,8723161,6322725,5542645,421,340,2510,2534,72.65588235,82,84,103,71,187,153,121,215,,,,,186,154,0.132352941,0.391176471,0.088235294,0.114705882,0.555882353,0.726470588,0.388235294,0.291176471,0.635294118,0.694117647,0.75,0.6,0.026470588,0.444117647,0.105882353,0.073529412,2.79400211
10113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,36607,AL,183389392,66589838,54730854,4800,3517,30617,31914,73.28774524,600,1186,1079,652,1857,1660,2583,847,12,28,12,35,797,2720,0.232015923,0.348023884,0.092408303,0.164344612,0.473130509,0.661643446,0.313335229,0.302246233,0.468296844,0.74011942,0.75,0.588569804,0.106340631,0.481660506,0.073926642,0.125959625,2.093789825
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,35021,AL,40569899,14034335,10910693,1078,865,5937,6523,72.86820809,153,319,246,147,483,382,626,226,,,,,201,664,0.180346821,0.313294798,0.113294798,0.137572254,0.375722543,0.669364162,0.334104046,0.379190751,0.470520231,0.704046243,0.75,0.485549133,0.107514451,0.517919075,0.070520231,0.105202312,2.124435449
10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,36701,AL,65976715,9863133,7938371,890,620,3629,3746,72.07903226,150,175,173,122,333,287,205,410,,,,,349,271,0.117741936,0.374193548,0.098387097,0.146774194,0.529032258,0.75,0.306451613,0.298387097,0.575806452,0.679032258,0.75,0.609677419,0.061290323,0.424193548,0.116129032,0.164516129,2.390499906
